_id,question_dictionary,course_title,course_code,difficulty,type,question_point
60690ef981980b97a76a84bf,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.872816529294838
60690ef981980b97a76a84c0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.862837355464002
60690ef981980b97a76a84c1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.166225455744314
60690ef981980b97a76a84c2,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.883794203884229
60690ef981980b97a76a84c3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.34252254227869
60690ef981980b97a76a84c4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,19.465700950916617
60690ef981980b97a76a84c5,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.334324049393956
60690ef981980b97a76a84c6,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.859902779006816
60690ef981980b97a76a84c7,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.571377885742095
60690ef981980b97a76a84c8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.58439723385949
60690ef981980b97a76a84c9,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.35286853905697
60690ef981980b97a76a84ca,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.58925115952518
60690ef981980b97a76a84cb,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.72002799712098
60690ef981980b97a76a84cc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.756713807125273
60690ef981980b97a76a84cd,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.238887132627674
60690ef981980b97a76a84ce,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.033690686378236
60690ef981980b97a76a84cf,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.33031304579006
60690ef981980b97a76a84d0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.29957869250135
60690ef981980b97a76a84d1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.324720044759278
60690ef981980b97a76a84d2,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.3384952507528
60690ef981980b97a76a84d3,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.174698853300917
60690ef981980b97a76a84d4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.790606015515507
60690ef981980b97a76a84d5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.49014885258611
60690ef981980b97a76a84d6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.20078890193882
60690ef981980b97a76a84d7,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.369139433697974
60690ef981980b97a76a84d8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.869528831468475
60690ef981980b97a76a84d9,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.181721233844904
60690ef981980b97a76a84da,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.792315033186537
60690ef981980b97a76a84db,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.38969696737565
60690ef981980b97a76a84dc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.32785546380626
60690ef981980b97a76a84dd,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.18186762446433
60690ef981980b97a76a84de,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.460420754316473
60690ef981980b97a76a84df,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.580682172980403
60690ef981980b97a76a84e0,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.036538726519744
60690ef981980b97a76a84e1,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.9568841036439
60690ef981980b97a76a84e2,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.20624965524186
60690ef981980b97a76a84e3,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.894778340692326
60690ef981980b97a76a84e4,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.451030677802024
60690ef981980b97a76a84e5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.108697189094915
60690ef981980b97a76a84e6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.17599181767818
60690ef981980b97a76a84e7,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.841876034597004
60690ef981980b97a76a84e8,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.93196491612902
60690ef981980b97a76a84e9,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.541021569016298
60690ef981980b97a76a84ea,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.337426255701693
60690ef981980b97a76a84eb,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.928737293197116
60690ef981980b97a76a84ec,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.892501266583492
60690ef981980b97a76a84ed,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.932977941289092
60690ef981980b97a76a84ee,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.2160118679815
60690ef981980b97a76a84ef,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.315707449976408
60690ef981980b97a76a84f0,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.626863280221684
60690ef981980b97a76a84f1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,34.303500961441856
60690ef981980b97a76a84f2,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.961878772550712
60690ef981980b97a76a84f3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,34.38764037719962
60690ef981980b97a76a84f4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,39.26077510532838
60690ef981980b97a76a84f5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,23.11775681210668
60690ef981980b97a76a84f6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,29.04793869276695
60690ef981980b97a76a84f7,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,33.002929644720176
60690ef981980b97a76a84f8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.802321456273013
60690ef981980b97a76a84f9,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,26.972823481776935
60690ef981980b97a76a84fa,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,36.809885380812304
60690ef981980b97a76a84fb,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.743037174101634
60690ef981980b97a76a84fc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.97387106279458
60690ef981980b97a76a84fd,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,32.37282113325179
60690ef981980b97a76a84fe,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,37.92377679734602
60690fe181980b97a76a84ff,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.787089571314826
60690fe181980b97a76a8500,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.963753949389734
60690fe181980b97a76a8501,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.18310079579408
60690fe181980b97a76a8502,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.511369774175803
60690fe181980b97a76a8503,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.51773522358611
60690fe181980b97a76a8504,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.08712784069722
60690fe181980b97a76a8505,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.380638212090805
60690fe181980b97a76a8506,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.7327843313161
60690fe181980b97a76a8507,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.91132875465769
60690fe181980b97a76a8508,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.195906189288372
60690fe181980b97a76a8509,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.435248882114035
60690fe181980b97a76a850a,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.429579088568822
60690fe181980b97a76a850b,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.583120680389595
60690fe181980b97a76a850c,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.52300389224081
60690fe181980b97a76a850d,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.585980660438597
60690fe181980b97a76a850e,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.64615742872389
60690fe181980b97a76a850f,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.345928148074464
60690fe181980b97a76a8510,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.960819620730522
60690fe181980b97a76a8511,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.17333522269037
60690fe181980b97a76a8512,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.976999052500638
60690fe181980b97a76a8513,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.84090644453392
60690fe181980b97a76a8514,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,19.739993980538422
60690fe181980b97a76a8515,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.703268593859598
60690fe181980b97a76a8516,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.143630772100188
60690fe181980b97a76a8517,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.254414421135664
60690fe181980b97a76a8518,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.516456867867134
60690fe181980b97a76a8519,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.300113225772078
60690fe181980b97a76a851a,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.663108221996943
60690fe181980b97a76a851b,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.62976253447054
60690fe181980b97a76a851c,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,12.074422060424228
60690fe181980b97a76a851d,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.01051527427238
60690fe181980b97a76a851e,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.709986174450158
60690fe181980b97a76a851f,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.815989683415633
60690fe181980b97a76a8520,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.750159114261027
60690fe181980b97a76a8521,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.859729011033465
60690fe181980b97a76a8522,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.088795483687495
60690fe181980b97a76a8523,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.21764703541057
60690fe181980b97a76a8524,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.814194424363265
60690fe181980b97a76a8525,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.500420303064816
60690fe181980b97a76a8526,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.349070233980168
60690fe181980b97a76a8527,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.586719577116934
60690fe181980b97a76a8528,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.90960170565937
60690fe181980b97a76a8529,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.48255291504733
60690fe181980b97a76a852a,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.99364199273324
60690fe181980b97a76a852b,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.1458711252606
60690fe181980b97a76a852c,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,12.474981867483859
60690fe181980b97a76a852d,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.718341362701054
60690fe181980b97a76a852e,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.910703141931378
60690fe181980b97a76a852f,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.564885493581883
60690fe181980b97a76a8530,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.204511440402122
60690fe181980b97a76a8531,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.36777765688874
60690fe181980b97a76a8532,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.336284970097871
60690fe181980b97a76a8533,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,12.379986738704702
60690fe181980b97a76a8534,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.94195959377284
60690fe181980b97a76a8535,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.310347162357196
60690fe181980b97a76a8536,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.372440109484808
60690fe181980b97a76a8537,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.602084026301604
60690fe181980b97a76a8538,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.32456142752644
60690fe181980b97a76a8539,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.194040212042456
60690fe181980b97a76a853a,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,21.776454376738492
60690fe181980b97a76a853b,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.16743123581724
60690fe181980b97a76a853c,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.663383513772605
60690fe181980b97a76a853d,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.012019047914833
60690fe181980b97a76a853e,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.59347965324156
60690fe181980b97a76a853f,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.54801989464886
60690fe181980b97a76a8540,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.147200126761803
60690fe181980b97a76a8541,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.598914111879935
60690fe181980b97a76a8542,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.336709547175303
60690fe181980b97a76a8543,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.77421583721
60690fe181980b97a76a8544,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.252566068595513
60690fe181980b97a76a8545,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,12.585086115044874
60690fe181980b97a76a8546,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.232793765493906
60690fe181980b97a76a8547,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.595728851668753
60690fe181980b97a76a8548,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.77779176551418
60690fe181980b97a76a8549,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.477655989001203
60690fe181980b97a76a854a,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.200203276667903
60690fe181980b97a76a854b,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.846485691048844
60690fe181980b97a76a854c,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.01039381893561
60690fe181980b97a76a854d,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.741601689033516
60690fe181980b97a76a854e,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.92123137181143
60690fe181980b97a76a854f,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.21935535549245
60690fe181980b97a76a8550,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.37402085236553
60690fe181980b97a76a8551,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.72272504979925
60690fe181980b97a76a8552,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.96692363874364
60690fe181980b97a76a8553,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.64292911237426
60690fe181980b97a76a8554,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.139651151517885
60690fe181980b97a76a8555,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.97197911646735
60690fe181980b97a76a8556,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.74334383054196
60690fe181980b97a76a8557,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.826824754168015
60690fe181980b97a76a8558,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.577037337653394
60690fe181980b97a76a8559,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.74240566222212
60690fe181980b97a76a855a,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.483614470839285
60690fe181980b97a76a855b,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.67162956295495
60690fe181980b97a76a855c,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.036292458559469
60690fe181980b97a76a855d,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.833285022470427
60690fe181980b97a76a855e,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.083750303419883
60690fe181980b97a76a855f,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.23733061299758
60690fe181980b97a76a8560,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.33967855826806
60690fe181980b97a76a8561,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.285626553170506
60690fe181980b97a76a8562,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.86367118832074
60690fe181980b97a76a8563,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,34.261369242895455
